id,datetime,user,txt,like_n,comment_n,retweet_n,view_n
1708642124361552037,2023-10-02 00:36:42,PatoBullrich,"Massa: el Presupuesto que presentaste en el Congreso es una vergüenza.

#DebatePresidencial #PatoPresidente",4400,362,2200,238000
1708643040435331181,2023-10-02 00:40:20,SergioMassa," #Debate2023 “Creo que la Argentina tiene que elegir un camino con acumulación de reservas y equilibrio fiscal. Pero no rifando nuestra moneda y poniendo otra bandera en el Banco Central.""

#MassaPresidente",9400,1200,3800,421000
1708643184530571513,2023-10-02 00:40:54,PatoBullrich,"Voy a borrar del mapa la inflación, sin atajos, sin mentiras, sin cuentitos.

#DebatePresidencial #PatoPresidente",7500,2100,3400,556000
1708643702804025800,2023-10-02 00:42:58,madorni,"Myriam Bregman no entiende nada.

Fin.",1900,52,167,44000
1708645307565633730,2023-10-02 00:49:21,madorni,Sergio Massa pasa en apenas un instante de prometer equilibrio fiscal a decir que va a aumentar en 2 puntos del PBI el gasto en educación. Fin.,2600,24,441,52000
1708646721943740809,2023-10-02 00:54:58,madorni,Fin.,5400,106,333,181000
1708648025889874033,2023-10-02 01:00:09,PatoBullrich,"Hoy vivimos una tragedia educativa.

Mamás y papás: conmigo la historia de los paros y el adoctrinamiento se terminan de una vez y para siempre. Vamos a tener 190 días de clases, ni uno menos, y la educación será servicio público esencial para que las huelgas sean fuera de los",5700,370,2800,187000
1708648651587727360,2023-10-02 01:02:38,GugaLusto,"""El voucher lo único que va a lograr es más desigualdad. Nosotros defendemos la escuela pública para todos, la escuela de Sarmiento con igualdad de oportunidades."" 
@PatoBullrich
 
#DebatePresidencial 
#PatoPresidente",706,127,207,33000
1708649197174456659,2023-10-02 01:04:48,PatoBullrich,"Milei: cuando las madres y los padres pedían a gritos abrir las escuelas, vos en los canales de televisión gritabas que no se abran, que nos vamos a contagiar.

No te importa la educación.

#DebatePresidencial #PatoPresidente",8700,1800,4200,759000
1708652628807160052,2023-10-02 01:18:26,PatoBullrich,"Yo aprendí que la única manera de hacer política en serio es en paz y en convivencia.

Nosotros vamos a defender la convivencia democrática de verdad.

#DebatePresidencial #PatoPresidente",4400,300,2200,134000
1708652747883503672,2023-10-02 01:18:54,SergioMassa," #Debate2023 Vamos a lanzar un programa de desarrollo exportador que valore el trabajo argentino. No solamente nuestra energía, campo y economía del conocimiento, sino también nuestras economías regionales y pymes van a tener reducción de impuestos.

#MassaPresidente",8600,927,3400,144000
1708652919770263715,2023-10-02 01:19:35,SergioMassa," #Debate2023 La educación pública es el mejor remedio contra la pobreza. Es el instrumento más importante de movilidad social ascendente.

Es la que permite que el hijo de un peón rural o de un inmigrante pueda soñar con ser presidente, como es mi caso.

#MassaPresidente",8000,734,3100,159000
1708653329209852383,2023-10-02 01:21:13,JuanGrabois,"Solo observando solidez argumentativa, formación intelectual y capacidad expositiva, comparado con Milei y Bullrich, Massa es Charles de Gaulle... y sin quitarle mérito a nuestro candidato, los otros dos ayudan mucho para que se luzca. #Debate2023",4700,1500,869,281000
1708654808394039702,2023-10-02 01:27:06,PatoBullrich,"Voy a ser siempre defensora de aquellos que cumplan con la ley. Lo de Santiago Maldonado fue a juicio y todos los gendarmes fueron absueltos.

#DebatePresidencial #PatoPresidente",7200,446,3000,177000
1708654851591156072,2023-10-02 01:27:16,JuanGrabois,Son 30mil pedazo de gil. #Debate2023,27000,7200,6600,1900000
1708655203321295026,2023-10-02 01:28:40,madorni,Adorni - El que le apagó el micrófono a Myriam Bregman 2027,4800,36,327,88000
1708656370583474477,2023-10-02 01:33:18,madorni,"Myriam Bregman acaba de decir ellos van a seguir haciendo piquetes.

Debería salir del debate esposada. Fin.",11000,128,1800,176000
1708657371331874960,2023-10-02 01:37:17,VickyVillarruel,"Javier Milei diciendo lo que todos sabemos y que los políticos no admiten. No son 30.000, no queremos mas curros de los DDHH, no queremos mas declamaciones y oratoria mientras el pueblo argentino se muere de hambre. Los DDHH no son darse indemnizaciones millonarias, sino comer,",18000,766,3300,716000
1708658637487403116,2023-10-02 01:42:19,GugaLusto,"Tiene razón 
@patobullrich
, 
@GerardoMorales
 ordenó una provincia en la que el Kirchnerismo había armado un estado paralelo. Sobre el caso ""Chocolate"" Rigau, también. Todos los implicados son del PJ y del Frente Renovador de Massa.
#PatoPresidente
#DebatePresidencial",446,34,148,15000
1708658972910145836,2023-10-02 01:43:39,GugaLusto,"Massa no mientas: el radicalismo no votó Ganancias con ustedes.
#DebatePresidencial",769,199,262,46000
1708659163625054639,2023-10-02 01:44:24,GugaLusto,"Los radicales defendemos la educación pública y administramos muchas universidades que son reconocidas en el mundo por su calidad académica. Milei, una vez más, miente.
#DebatePresidencial",1100,437,355,95000
1708662417100562736,2023-10-02 01:57:20,SergioMassa," #Debate2023 Tenemos el desafío de cuidar el legado de Memoria, Verdad y Justicia, que nos valió un enorme reconocimiento internacional.

Además, tenemos la responsabilidad de agregar la agenda de los nuevos derechos humanos. El derecho a un ambiente sano, a la salud, a la",6500,624,2300,244000
1708662724710768818,2023-10-02 01:58:33,madorni,"Juan Schiaretti, candidato a Presidente de Córdoba. Fin.",5700,99,390,139000
1708667700132642912,2023-10-02 02:18:19,JMilei,VIVA LA LIBERTAD CARAJO,43000,2100,6900,1100000
1708669000090091722,2023-10-02 02:23:29,VickyVillarruel,"Brillante 
@JMilei
. En la vanguardia de todo el discurso económico, político y de DDHH.  #Milei2023 #MileiEnPrimeraVuelta",12000,420,1600,199000
1708669732222620146,2023-10-02 02:26:24,SergioMassa," #Debate2023 
Quiero pedirte que a la urna no vayas ni con bronca ni con odio, andá con esperanza.

#MassaPresidente",11000,3200,3600,1300000
1708671643051057593,2023-10-02 02:33:59,OrsiYamandu,"Clasificaron Shangrilonja y  Lonjas del San Marcos a las llamadas de Montevideo.Ya habían quedado 3 de Canelones a raíz de la ubicación de este año.Un 2024 histórico, participarán 5 comparsas canarias:
Candonga Africana,Kalumkembe, Sonidanza  
Shangrilonja y Lonjas del San Marcos",177,10,35,11000
1708677787039461697,2023-10-02 02:58:24,JMilei,VIVA LA LIBERTAD CARAJO,22000,650,2900,541000
1708682187564872170,2023-10-02 03:15:53,JMilei,VIVA LA LIBERTAD CARAJO,4000,110,488,96000
1708809842209554876,2023-10-02 11:43:09,JMilei,VIVA LA LIBERTAD CARAJO,5400,184,732,151000
1708810457832636691,2023-10-02 11:45:35,JMilei,VIVA LA LIBERTAD CARAJO,4000,132,567,105000
1708845232731603396,2023-10-02 14:03:46,SantoroLeandro,"La elección es clara: una ciudad de negociados o una donde tengas subte las 24 horas. 

#HayAlternativa",1900,84,711,44000
1708859835045777828,2023-10-02 15:01:48,SergioMassa,"Comparto con ustedes algunas partes de mis intervenciones en el #Debate2023.

Los caminos que tiene la Argentina son muy claros: la vuelta a lo malo del pasado; la locura en un salto al vacío; o la producción y el trabajo para nuestro desarrollo como país. ",5500,1100,1900,167000
1708865085156856141,2023-10-02 15:22:40,madorni,Fin.,4600,125,623,255000
1708884845290500546,2023-10-02 16:41:11,JMilei,"CIERRE DE CAMPAÑA 
Y con la participación especial del prócer de las ideas de la LIBERTAD 
@ABENEGASLYNCH_h
 ...!!!
VIVA LA LIBERTAD CARAJO",9400,407,1900,496000
1708898767494160887,2023-10-02 17:36:30,JMilei,Milei consideró que fue el ganador del debate presidencial 2023: Estaban aterrados,2000,141,287,58000
1708899661837209970,2023-10-02 17:40:03,JMilei,"DETECTOR DE ENSOBRADOS AMARILLOS
1. Te dicen que el debate, pese a los números, fue parejo... empate...
2. Se quejaban de que soy agresivo y apostaban a que me sacaría y ahora como su apuesta se cayó, critican que estaba muy moderado...
3. Algunos hasta la vieron ganadora...",18000,1300,2600,811000
1708910372504092729,2023-10-02 18:22:37,JMilei,Nunca podrán decir que no soy una persona educada...,23000,1200,2200,1400000
1708930686143345081,2023-10-02 19:43:20,KamalaHarris,"While on my Fight For Our Freedoms College Tour, I ask students in the audience if they’ve ever had an active shooter drill in elementary or middle school.

A sea of hands always goes up. They deserve action on gun violence.",3000,548,865,384000
1708932016551391465,2023-10-02 19:48:37,JMilei,Gastón Soffritti dijo que Javier Milei “tiene el plan económico más claro” y generó polémica en redes - Infobae,4400,224,532,155000
1708967053216940271,2023-10-02 22:07:51,SantoroLeandro,"Que el subte no funcione las 24 hs no tiene sentido. Lo sabés vos, lo sabemos todos. Hay un Toro que también lo sabe .

#HayAlternativa #UnToroAlBalotaje",6400,374,1600,262000
1708987246731288717,2023-10-02 23:28:05,KamalaHarris,"Freedom, liberty, justice, and equality are the principles upon which our country was founded. 

The freedom to live free of hate and free of fear, to thrive, and to have ambition. 

It's worth fighting for these things because we love our country.",2600,809,584,341000
1708989838974664793,2023-10-02 23:38:23,PatoBullrich,"El PRO está unido y va a poner a la próxima presidente de la Nación. Tenemos el liderazgo, la capacidad y la fuerza política que requiere un país ordenado. Nosotros vamos a hacer el cambio verdadero y profundo que necesita la Argentina. 

#EsAhora. Y es para siempre. ",6100,672,2300,135000
1709158582313255228,2023-10-03 10:48:55,PatoBullrich,"Los argentinos necesitan de los candidatos a presidente serenidad y templanza frente al futuro.

Hasta hace poco tiempo Javier Milei hablaba muy bien de mí. No sé qué le pasó que dejó de hacerlo. Pero acá el problema no soy yo ni las mentiras y calumnias sobre mí.

Me preocupa",10000,4000,5700,1400000
1709186584552104097,2023-10-03 12:40:11,JMilei,"FENÓMENO BARRIAL 

The Milei Doctrine | Patrick Carroll",3800,238,665,120000
1709223750401393101,2023-10-03 15:07:52,SantoroLeandro,La Crueldad como premisa.,2200,100,903,64000
1709236965495701947,2023-10-03 16:00:23,KamalaHarris,"In 2020, we had record young voter turnout for 
@JoeBiden
 and me. Since then, we: 

Passed the most significant gun safety legislation in 30 years
Made the largest investment in history to address the climate crisis
Invested over $7 billion in our HBCUs 

Your vote matters.",2900,597,736,283000
1709241525597560974,2023-10-03 16:18:30,JMilei,"VAMOS POR LA GLORIA...!!!
Muchas gracias 
@AgustinLaje
 por tan agudo comentario...!!!
VIVA LA LIBERTAD CARAJO",15000,617,4000,478000
1709271567107072365,2023-10-03 18:17:52,VickyVillarruel,"Patricia, ésto es ilegal. No se puede hacer. Lo que si vamos a hacer es limitar la comunicación y eso significa que NO puede haber celulares en las cárceles. Debe haber teléfono público pero de ninguna forma se puede hacer lo que proponés porque es ilegal. 
@PatoBullrich",10000,1000,2300,1100000
1709276490401976685,2023-10-03 18:37:26,JuanGrabois,"Encuentro de murgas con 
@kicillofok

Desde los esclavos afrodescendientes que utilizaban el ritmo como señal de protesta y hasta el día de hoy, en cualquier barrio, la murga es una expresión de lucha, de resistencia y valores comunitarios, un grito de libertad frente a la",1600,1000,442,151000
1709282172895396021,2023-10-03 19:00:01,PatoBullrich,"UNA OPORTUNIDAD HISTÓRICA
El 22 de octubre estamos frente a la oportunidad histórica de lograr transformaciones duraderas con poder político propio, con gobernadores, más de 500 intendentes y con mayorías en el Congreso. Esa es la fuerza de JxC.

#EsAhora. Y es para siempre. ",9500,1600,4900,785000
1709303746272838032,2023-10-03 20:25:45,JMilei,El error conceptual de Bullrich sobre el sistema de vouchers,3600,417,764,122000
1709318177082016180,2023-10-03 21:23:05,KamalaHarris,"I was honored to swear in Laphonza Butler, whom I have been fortunate to work with for many years, as the next senator from California.

As she assumes this role, I know she will work to serve Californians with grit and grace, as she has done throughout her career.",22000,2100,2900,906000
1709326033281773647,2023-10-03 21:54:18,VickyVillarruel,Preocupante que los candidatos a presidente y vice de JxC no sepan distinguir una ley nacional de la Constitución Nacional. Intervenir la comunicación entre un preso y su abogado rompe con las garantías del debido proceso reconocidas por la Constitución. Hasta un alumno de 1er,8300,931,1700,665000
1709345542977753268,2023-10-03 23:11:50,LuisLacallePou,Asistimos a la ceremonia Inaugural de la 45ª Feria Internacional del Libro que se realiza en Montevideo.,675,49,129,34000
1709369242351436040,2023-10-04 00:46:00,PatoBullrich,"VAMOS A TERMINAR CON EL KIRCHNERISMO
Seguimos en marcha para terminar con el kirchnerismo de la provincia de Buenos Aires. Somos la única fuerza política capaz de hacerlo. Muchas gracias a los vecinos de Tigre por acompañarnos en esta cruzada.

#EsAhora. ¡Y es para siempre! ",6400,988,2500,190000
1709568946184007882,2023-10-04 13:59:33,LuisLacallePou,"""Uruguayos campeones”! 100 años después Uruguay y nuestro Centenario  estarán el centro de las miradas del mundo  para vivir la inauguración del #MundialCentenario 2030 . Este reconocimiento hace justicia con aquellos pioneros que construyeron la historia del fútbol! Gracias!",3600,419,979,311000
1709577145935118525,2023-10-04 14:32:08,PatoBullrich,"¡GRACIAS SAN ISIDRO!
El cambio no está en tirarse a una pileta vacía, sino en aquellos que venimos enfrentando al kirchnerismo hace 20 años. Como dijimos ayer en San Isidro: vamos a lograrlo con la fuerza de más gobernadores, más intendentes y más presencia legislativa en todo el",4700,466,1800,127000
1709589852788846679,2023-10-04 15:22:38,PatoBullrich,"MASSA, CÍNICO Y MACHIRULO
Mientras el dólar sigue disparándose y la pobreza crece sin parar, estás protegiendo a Insaurralde porque es tu socio. Y encima de todo, violentás a la mujer que hizo público el escándalo. Hacete cargo. Representás lo peor.",9000,1400,4300,347000
1709592235036057691,2023-10-04 15:32:06,JMilei,"Javier Milei presentará una medida cautelar contra el Gobierno para frenar contrataciones, licitaciones y designaciones - Infobae",5600,175,1000,101000
1709594733012566281,2023-10-04 15:42:01,JMilei,EL GATITO MIMOSO...,29000,1300,3400,4500000
1709601753707028842,2023-10-04 16:09:55,JMilei,"Javier Milei pide que se frenen contrataciones, licitaciones, designaciones y adjudicaciones hechas por el gobierno nacional",3500,177,755,85000
1709607684444471390,2023-10-04 16:33:29,JMilei,Javier Milei presentará una cautelar para intentar frenar contrataciones y licitaciones del Gobierno,2600,118,424,60000
1709617118025515428,2023-10-04 17:10:58,SantoroLeandro,"Cuando hablamos de falta de accesibilidad en el subte, hablamos de esto!
Con nosotros esto no pasa más.",1600,239,566,72000
1709623025878896991,2023-10-04 17:34:27,LuisLacallePou,"En el departamento de Salto, participamos en el acto de apertura del 21° Encuentro Internacional del Turismo Termal, Salud y Bienestar ""Termatalia"".",514,31,103,21000
1709641688845558074,2023-10-04 18:48:36,PatoBullrich,"EL QUE LAS HACE LAS PAGA
Diputado Javier Milei, usted sabe que mintió. Lo denuncié para que se sepa la verdad. No vale todo por un voto en la vida, sobre algo grave que me afecta a mí, a mi familia y a mis nietos. Debemos competir sin mentir. Y dar el ejemplo a los argentinos.",23000,4900,12000,2800000
1709648274943074639,2023-10-04 19:14:47,LuisLacallePou,"En Colonia Lavalleja, en el departamento de Salto, celebramos que se logró llegar al 100% de los Centros educativos públicos uruguayos con conectividad de banda ancha.",675,65,151,30000
1709649328573198497,2023-10-04 19:18:58,JMilei,Reclamará que dichas contrataciones estatales también se frenen más allá de la finalización del mandato del actual presidente Alberto Fernández.,3300,125,644,87000
1709655001503613160,2023-10-04 19:41:30,OrsiYamandu,Gracias compañeras y compañeros de Soriano. Aprendemos mucho en el mano a mano.,230,15,41,7000
1709659491329855551,2023-10-04 19:59:21,KamalaHarris,"We are making historic progress. Now, let’s finish the job.",4600,1400,1300,452000
1709668571054317846,2023-10-04 20:35:26,JMilei,TIEMBLA LA CASTA ROJA... https://x.com/laderechadiari/laderechadiario/status/1709629464303292761…,6000,225,1000,182000
1709674264280945095,2023-10-04 20:58:03,JMilei,"Mi presentación en el primer debate presidencial...!!!
VIVA LA LIBERTAD CARAJO",545,46,101,31000
1709679463359766562,2023-10-04 21:18:43,JMilei,Milei ya entregó 12 millones de pesos a través del sorteo de su sueldo: ¿cuál fue el monto de cada mes?,8800,414,1300,284000
1709697929672278039,2023-10-04 22:32:05,PatoBullrich,"SE VA A TERMINAR LA ARGENTINA AISLADA
La Argentina aislada que nos deja el kirchnerismo se va a terminar conmigo. Tenemos que recuperar de manera inmediata nuestra conexión con el mundo. Por eso participé de una reunión con todos los embajadores de la Unión Europea.
A ellos les",7000,951,2800,246000
1709705497190781408,2023-10-04 23:02:09,Kicillofok,"En minutos voy a estar conversando con el @Gatosylvestre en @C5N.

Seguí la entrevista en vivo
https://youtube.com/watch?v=i3-ORMxk_Kg…

#AxelEnM1",1200,0,395,30000
1709707136614244480,2023-10-04 23:08:40,JMilei,Ya es oficial que Fátima Florez y Javier Milei estarán con Mirtha Legrand: por qué la humorista dice que sería una primera dama excepcional - Infobae,4300,420,593,166000
1709708591161073700,2023-10-04 23:14:27,OrsiYamandu,4 de octubre. Feliz día Ramón y a todos los ramoncitos y ramoncitas que la reman en este mundo controlado por hominidos.,224,5,14,15000
1709710654074986889,2023-10-04 23:22:39,JuanGrabois,"Hace casi 30 años el magnate Lewis usurpa el Lago Escondido. Su adquisición fue con mecanismos ilegales que dañan al Estado argentino. Por esto el 
@MinInteriorAR
 inició 
una acción de lesividad que comienza el camino de recuperación del lago junto al territorio circundante para",4300,670,1600,164000
1709721964552589441,2023-10-05 00:07:36,madorni,¿?,4300,405,289,197000
1709750236812390595,2023-10-05 01:59:56,JMilei,"LA PREGUNTA 
¿Qué espacio político se ""hizo"" eco de dicha mentira? Así, saben bien quién está involucrado con la opereta...
Seguro que decirlo sería una bomba...",10000,492,1600,507000
1709753682252677325,2023-10-05 02:13:38,JMilei,"LA CAMPAÑA MÁS SUCIA...!!!

ALGUIEN HACIENDO UNA PEQUEÑA SÍNTESIS DE LO QUE HAN DICHO DE MÍ LOS REPUBLICANOS DE JxC...",8100,912,2100,298000
1709768672695185634,2023-10-05 03:13:12,JMilei,"FENÓMENO BARRIAL
Los estadistas en estado de alerta en todo el mundo frente al avance de las ideas de la LIBERTAD...
Creyeron que imponer la corrección política sería invencible...
Ahora temen...",4500,208,845,129000
1709911362724626529,2023-10-05 12:40:12,madorni,"Argentina está rota. Esta señora debe ser encarcelada hasta el último día de su vida. Se le deben embargar sus bienes, quitarle la tenencia de sus hijos y darle de baja a todos los planes sociales que reciba ella o sus familiares. Hay que terminar con esto de una buena vez. Fin.",10000,356,3200,727000
1709911446211985639,2023-10-05 12:40:32,SantoroLeandro,Ojo con la crueldad como traducción política de la bronca.,2100,154,870,61000
1709916773569409445,2023-10-05 13:01:42,Kicillofok,"Estamos construyendo un futuro con más derecho a la vivienda. Un compromiso con todas las familias trabajadoras de la provincia.

#DERECHOalFUTURO",1800,3,723,44000
1709923291492679845,2023-10-05 13:27:36,PatoBullrich,"UN ACTO DE JUSTICIA
A 48 años del ataque al Regimiento de Infantería de Monte 29 de Formosa, el 5 de octubre de 1975, me comprometo a llevar adelante el primer día de mi gobierno las medidas necesarias para indemnizar a las víctimas militares y civiles.
Este acto de justicia",6800,1600,2900,660000
1709952839097655696,2023-10-05 15:25:00,PatoBullrich,"MI PARTICIPACIÓN EN IDEA
A partir de las 12:55 h estaré participando del 59° #ColoquioIDEA, desde Mar del Plata. Podrán seguir mi intervención en vivo por YouTube. https://youtube.com/live/QFGIV5E_dM8?si=qeOnUHUmsEEL3ClB…",4000,585,1600,172000
1709968235041280237,2023-10-05 16:26:11,Kicillofok,"¡La Fiesta Nacional de la Flor tiene sus puertas abiertas para las familias de #Escobar y de toda la provincia! 

Junto a 
@ArielSujarchuk
 y 
@JavoRodriguezL
 recorrimos los stands y conversamos con productores, emprendedores y artesanos que participan de la 60º edición de la",1000,0,358,20000
1710002799608524917,2023-10-05 18:43:32,Kicillofok,"¡La primera planta de baterías de litio de Latinoamérica está en la provincia! 
 
Junto a 
@RCSalvarezza
 recorrimos las instalaciones de la fábrica que va a fortalecer la producción de un mineral clave en la transición energética. Un trabajo conjunto entre @ciencia_ar y la 
@unlp",3000,0,1200,58000
1710015657784320046,2023-10-05 19:34:38,Kicillofok," AHORA| Participamos del acto Salud por la Patria en el Club Atenas de La Plata.

Seguilo en vivo ",982,232,326,36000
1710020491543470555,2023-10-05 19:53:50,LuisLacallePou,"Que los niños y jóvenes tengan más oportunidades, es nuestro mayor anhelo.",1000,143,293,55000
1710030098496184747,2023-10-05 20:32:00,GugaLusto,"Recomiendo la lectura de ""La cocina de la política educativa"" editado por 
@sigloxxiarg
. 
@ceciliaveleda26
 aborda un tema clave para nuestro presente y futuro:  la educación.  Analiza los modos de hacer política educativa en la Argentina y cómo se toman las decisiones en los",127,33,30,19000
1710047939148554681,2023-10-05 21:42:54,PatoBullrich,"VOY A SACAR AL PAÍS DEL POZO DONDE LO METIERON
Muchas gracias a los casi 1000 empresarios que me recibieron y escucharon en el 59° #ColoquioIDEA. Como les dije a todos, estoy en condiciones de sacar al país desde el lugar en donde me lo entreguen porque la Argentina tiene",8600,1100,3400,251000
1710062128218968446,2023-10-05 22:39:17,Kicillofok,"Hay un movimiento sanitario en la Provincia que es invencible. Fue el factor central en los peores momentos de la pandemia, hizo la diferencia y permitió que todos los bonaerenses recibieran la atención que merecían.",3300,1,1000,59000
1710068149788258794,2023-10-05 23:03:13,madorni,"En La Rioja acaban de anunciar un bono de $15.000 para empleados públicos además del congelamiento de las tarifas locales. El mismo queda sujeto a que el oficialismo gane las elecciones el 22 de Octubre: en el caso de perder nadie obtendrá nada.

El populismo es voraz. Fin.",4000,108,1000,121000
1710080871196479948,2023-10-05 23:53:46,madorni,¿?,1200,168,141,62000
