id,datetime,user,post_id,like_n,comment_n
85.0,2024-08-15 12:21:29,kamalaharris,C-sLnXRuzxa,158000,3935
86.0,2024-08-15 02:27:32,kamalaharris,C-rHxM3vxOb,271000,5773
87.0,2024-08-12 22:32:07,kamalaharris,C-ljMMlNDKM,183000,7116
88.0,2024-08-12 20:21:06,kamalaharris,C-lUSKtJ0Mx,103000,3158
89.0,2024-08-11 18:08:34,kamalaharris,C-igSgiu6gK,83700,3706
90.0,2024-08-11 16:23:17,kamalaharris,C-iURq8u3zA,405000,5966
91.0,2024-08-10 14:02:56,kamalaharris,C-ffPTDuA5c,418000,15300
92.0,2024-08-09 23:47:18,kamalaharris,C-d9gICSTT1,651000,8713
93.0,2024-08-09 20:18:07,kamalaharris,C-dljxPJepy,68600,1761
94.0,2024-08-08 19:05:11,kamalaharris,C-a4TNtudKl,262000,7210
95.0,2024-08-08 15:14:50,kamalaharris,C-aeDr4OgnM,340000,5867
96.0,2024-08-07 14:34:05,kamalaharris,C-X0mFWMP8g,405000,6871
97.0,2024-08-07 02:18:10,kamalaharris,C-WgYJsMk8t,383000,4580
98.0,2024-08-07 00:31:06,kamalaharris,C-WUChdBtHo,237000,5137
99.0,2024-08-07 00:04:11,kamalaharris,C-WQ5NTsegc,344000,5790
100.0,2024-08-06 23:30:37,kamalaharris,C-WNK_nIKZz,263000,6167
101.0,2024-08-06 22:59:03,kamalaharris,C-WJhf9h4IN,155000,3940
102.0,2024-08-06 22:24:34,kamalaharris,C-WFnNSv0M5,488000,10800
103.0,2024-08-06 20:35:27,kamalaharris,C-V5KYLJjZ5,756000,7488
104.0,2024-08-06 19:51:58,kamalaharris,C-V0IwTp8ZY,949000,24000
105.0,2024-08-06 17:59:39,kamalaharris,C-Vl4fMJV22,435000,13200
106.0,2024-08-05 20:41:20,kamalaharris,C-TVA9gtj2v,93900,4919
107.0,2024-08-04 22:27:05,kamalaharris,C-Q8RQwo3zw,175000,5665
108.0,2024-08-04 20:46:04,kamalaharris,C-QwyG0MRHj,214000,3687
109.0,2024-08-04 13:50:19,kamalaharris,C-QBL48M48b,761000,19600
110.0,2024-08-03 18:18:04,kamalaharris,C-N7DNns6pe,201000,5011
111.0,2024-08-01 21:47:42,kamalaharris,C-JJXzToDFc,262000,8974
112.0,2024-08-01 17:45:32,kamalaharris,C-Itrs7t91v,247000,6535
113.0,2024-08-01 15:55:44,kamalaharris,C-Ig5dSsqQm,345000,9154
114.0,2024-08-01 12:38:19,kamalaharris,C-IKk8dOHCd,430000,5807
115.0,2024-08-01 01:23:54,kamalaharris,C-G8iEVNQKB,322000,9725
116.0,2024-07-31 14:36:45,kamalaharris,C-FzVfMPPvO,137000,3954
117.0,2024-07-31 01:17:12,kamalaharris,C-EXyOSsOVM,1000000,31500
118.0,2024-07-30 18:36:22,kamalaharris,C-Dp91sNUvp,155000,3746
119.0,2024-07-30 12:38:31,kamalaharris,C-DA-5oOEe-,321000,7522
120.0,2024-07-29 14:25:45,kamalaharris,C-AocdONd4u,495000,16100
121.0,2024-07-29 00:54:45,kamalaharris,C9_LrfrsRQW,321000,5837
122.0,2024-07-28 19:06:51,kamalaharris,C9-jzB2tu6a,254000,6897
123.0,2024-07-28 16:10:21,kamalaharris,C9-PqbWN-OO,226000,3702
124.0,2024-07-27 23:48:27,kamalaharris,C98fS_2MWOb,424000,5455
125.0,2024-07-27 18:54:08,kamalaharris,C979iTqIkJc,367000,6980
126.0,2024-07-27 15:17:02,kamalaharris,C97g8jQCRjR,229000,6794
127.0,2024-07-27 00:47:03,kamalaharris,C96BNUpsK-X,1200000,25500
128.0,2024-07-26 12:31:29,kamalaharris,C94qjmPuSZ7,2000000,42000
129.0,2024-07-26 02:19:11,kamalaharris,C93m9apxRcQ,595000,17600
130.0,2024-07-26 00:22:03,kamalaharris,C93ZjWbMiee,340000,4638
131.0,2024-07-25 22:43:56,kamalaharris,C93OQSxvZDB,302000,6161
132.0,2024-07-25 19:11:04,kamalaharris,C9219nyJxQP,144000,3341
133.0,2024-07-25 16:26:09,kamalaharris,C92jFjUxOmE,255000,3888
134.0,2024-07-24 22:45:06,kamalaharris,C90pmZoKMcR,169000,5025
135.0,2024-07-24 19:56:04,kamalaharris,C90WUQZsPNS,391000,6442
136.0,2024-07-24 14:01:15,kamalaharris,C9zttowspTz,329000,6112
137.0,2024-07-23 23:43:04,kamalaharris,C9yLf7VsVNB,571000,8552
138.0,2024-07-23 21:46:13,kamalaharris,C9x-G1Fv2zl,233000,6910
139.0,2024-07-23 19:49:39,kamalaharris,C9xwjK0PB9M,556000,15600
140.0,2024-07-23 17:15:29,kamalaharris,C9xfIuTgZ8W,1000000,14000
141.0,2024-07-23 15:23:17,kamalaharris,C9xSM4WuMVu,642000,16700
142.0,2024-07-23 13:40:04,kamalaharris,C9xGfgZsz5j,244000,5151
143.0,2024-07-23 02:02:18,kamalaharris,C9v2gskuYwR,266000,6266
144.0,2024-07-22 20:28:05,kamalaharris,C9vQSbjgWqk,287000,7842
145.0,2024-07-22 18:28:32,kamalaharris,C9ubiz6uKUj,0,0
146.0,2024-07-21 20:38:05,kamalaharris,C9ssvQUJVtC,1700000,69800
147.0,2024-07-21 15:02:48,kamalaharris,C9sGEEnOijH,149000,6233
148.0,2024-07-20 21:59:04,kamalaharris,C9qRNnWJuA7,522000,9209
149.0,2024-07-19 21:40:04,kamalaharris,C9nqPmUsZKc,82100,1181
150.0,2024-07-19 16:49:04,kamalaharris,C9nI8PhMzdA,266000,7099
151.0,2024-07-19 00:00:13,kamalaharris,C9lVfOzMhSX,165000,3239
152.0,2024-07-18 21:46:05,kamalaharris,C9lGDnpO4-w,179000,6067
153.0,2024-07-18 17:32:05,kamalaharris,C9kpEYbJaS-,41000,1296
154.0,2024-07-17 21:46:05,kamalaharris,C9ihSbSul0G,53300,1452
155.0,2024-07-17 21:01:16,kamalaharris,C9icI8WPbkV,47500,1609
156.0,2024-07-17 16:06:10,kamalaharris,C9h6cR9M7tH,29900,908
157.0,2024-07-17 13:02:10,kamalaharris,C9hlTJwu5FN,159000,7406
158.0,2024-07-16 19:32:05,kamalaharris,C9ftKXoPSfz,143000,3967
159.0,2024-07-16 16:22:06,kamalaharris,C9fXd-JpkgD,34300,795
160.0,2024-07-13 18:06:09,kamalaharris,C9X06DUopA8,51800,2360
161.0,2024-07-13 16:13:04,kamalaharris,C9XoDXdsAlh,48200,1621
162.0,2024-07-12 17:54:40,kamalaharris,C9VO1OUMVk8,248000,7581
163.0,2024-07-12 16:30:41,kamalaharris,C9VFO9RAuhm,43300,905
164.0,2024-07-11 23:16:06,kamalaharris,C9TOzumif8o,104000,4948
165.0,2024-07-11 17:00:24,kamalaharris,C9Sj4KSuHNm,36400,1297
166.0,2024-07-10 22:41:05,kamalaharris,C9QmEpKsR9k,56000,4296
167.0,2024-07-10 16:51:08,kamalaharris,C9P-BgBsmgP,14700,546
168.0,2024-07-09 16:17:05,kamalaharris,C9NVPeUt-A_,21900,1216
169.0,2024-07-08 22:20:03,kamalaharris,C9LaE3TM20o,46400,1682
170.0,2024-07-08 19:00:12,kamalaharris,C9LDNGeOc_A,64700,4993
171.0,2024-07-08 14:15:36,kamalaharris,C9Kiln2NOqw,16100,719
172.0,2024-07-07 21:19:23,kamalaharris,C9IssvLJHYY,81300,2176
173.0,2024-07-06 19:30:11,kamalaharris,C9F9DC7xb70,25600,1423
174.0,2024-07-06 16:20:06,kamalaharris,C9FnStDvUoL,36000,875
175.0,2024-07-06 00:04:04,kamalaharris,C9D3mDNtVzp,17800,597
176.0,2024-07-05 17:56:05,kamalaharris,C9DNeyLJXI7,35800,1719
177.0,2024-07-05 16:07:05,kamalaharris,C9DA6rPCQwM,12300,529
178.0,2024-07-04 19:00:44,kamalaharris,C9AwCvyizdj,46600,3512
179.0,2024-07-04 13:45:08,kamalaharris,C9AL99FsrFh,21800,789
180.0,2024-07-03 23:02:15,kamalaharris,C8-mzYcNnJ-,23200,1495
181.0,2024-07-02 22:36:10,kamalaharris,C87_JojM-XO,18600,1006
182.0,2024-07-02 19:40:06,kamalaharris,C87rAH-JX_L,79100,6356
183.0,2024-07-01 23:15:10,kamalaharris,C85ZWMHSku3,0,0
184.0,2024-07-01 14:30:42,kamalaharris,C84iw4ZPP-x,23600,2207
185.0,2024-06-30 22:54:09,kamalaharris,C823nldNvM2,11800,428
186.0,2024-06-30 17:59:04,kamalaharris,C82V2TnRLyr,26400,1400
187.0,2024-06-30 15:30:21,kamalaharris,C82EYRCOp8C,20600,641
188.0,2024-06-29 23:29:03,kamalaharris,C80W0YbM8q1,27900,940
189.0,2024-06-29 19:34:18,kamalaharris,C8z785rJ6G3,11900,478
190.0,2024-06-29 16:36:03,kamalaharris,C8znb6zNgb8,32200,2397
191.0,2024-06-29 14:26:04,kamalaharris,C8zYrWiMOT6,26600,2270
192.0,2024-06-29 00:05:03,kamalaharris,C8x2GcKMf6S,25400,753
193.0,2024-06-28 23:31:03,kamalaharris,C8xyNG4pDgP,103000,1108
194.0,2024-06-28 23:09:07,kamalaharris,C8xvvoWMyeI,31800,508
195.0,2024-06-28 16:25:04,kamalaharris,C8xBcYfPSr7,35000,3353
196.0,2024-06-27 23:00:09,kamalaharris,C8vJ63yMSvd,53900,2266
197.0,2024-06-27 21:00:50,kamalaharris,C8u7JaUvXqm,62100,3868
198.0,2024-06-27 18:59:34,kamalaharris,C8uuWgPN3se,12300,1049
199.0,2024-06-27 17:29:02,kamalaharris,C8uj9gkCekq,34100,1909
200.0,2024-06-27 00:04:05,kamalaharris,C8sscLQR3_I,19300,957
201.0,2024-06-26 22:43:07,kamalaharris,C8sjFHbi60F,9117,543
202.0,2024-06-26 18:30:05,kamalaharris,C8sGHlSBSFu,9106,278
203.0,2024-06-26 17:25:31,kamalaharris,C8r-G36ucsV,17600,1435
204.0,2024-06-26 15:02:51,kamalaharris,C8rugelOX6o,21500,572
205.0,2024-06-26 13:46:05,kamalaharris,C8rlpXqijrv,19400,2015
206.0,2024-06-25 19:02:06,kamalaharris,C8plFnYM1Zm,16600,1521
207.0,2024-06-25 16:14:42,kamalaharris,C8pR2BDO-rE,11900,964
208.0,2024-06-25 12:30:41,kamalaharris,C8o4ROMsfuL,9566,1154
209.0,2024-06-25 01:32:18,kamalaharris,C8ns72NtQa9,5557,227
210.0,2024-06-25 00:12:33,kamalaharris,C8njzNOCXk0,7651,702
211.0,2024-06-24 23:06:03,kamalaharris,C8ncL3OK27G,41300,1481
212.0,2024-06-24 20:19:46,kamalaharris,C8nJFaBPUEq,83300,2264
213.0,2024-06-24 19:27:06,kamalaharris,C8nDJ1GOIHN,10500,476
214.0,2024-06-24 16:22:05,kamalaharris,C8mt-zjveor,14600,860
215.0,2024-06-24 15:00:56,kamalaharris,C8mksdpgxFo,55900,4315
216.0,2024-06-24 12:36:04,kamalaharris,C8mUCshPdOE,8954,379
217.0,2024-06-23 17:49:04,kamalaharris,C8kTJAlPxQN,28300,877
218.0,2024-06-22 16:09:09,kamalaharris,C8hi6SnvXMv,58100,2993
219.0,2024-06-21 21:47:33,kamalaharris,C8fk0TLMrd-,5222,393
220.0,2024-06-21 20:10:05,kamalaharris,C8fZsBJvkKk,16000,853
221.0,2024-06-21 15:52:11,kamalaharris,C8e8BYROkiP,25100,1128
222.0,2024-06-21 00:30:07,kamalaharris,C8dSpmRuymP,55400,1577
223.0,2024-06-20 21:41:49,kamalaharris,C8c_UbPvEJh,7254,652
224.0,2024-06-20 18:17:09,kamalaharris,C8cn-D9A9nO,7899,394
225.0,2024-06-19 22:30:05,kamalaharris,C8agHo6pvup,16200,511
226.0,2024-06-19 20:05:17,kamalaharris,C8aPcTDvt2J,7274,594
227.0,2024-06-19 17:41:19,kamalaharris,C8Z_EudpvYM,10100,284
228.0,2024-06-19 14:00:55,kamalaharris,C8Zl2gJNIqa,9540,359
229.0,2024-06-18 23:42:05,kamalaharris,C8YDkIiteY9,76300,4298
230.0,2024-06-17 21:16:15,kamalaharris,C8VOBIdvutG,826000,50100
231.0,2024-06-17 16:20:05,kamalaharris,C8UsL_Ftyf7,6380,242
232.0,2024-06-16 14:30:10,kamalaharris,C8R60ANOVm9,16000,546
233.0,2024-06-16 14:50:43,kamalaharris,C8QVTRfO1yK,10800,433
234.0,2024-06-15 17:00:43,kamalaharris,C8PnP1Uu6gX,15700,490
235.0,2024-06-15 13:01:24,kamalaharris,C8PLzLwPn2U,5635,364
236.0,2024-06-14 23:56:10,kamalaharris,C8Nx82iJeL1,12700,1025
237.0,2024-06-14 21:47:19,kamalaharris,C8Nix9UP6iz,8711,523
238.0,2024-06-14 15:00:05,kamalaharris,C8M0kUkPSUJ,7814,652
239.0,2024-06-13 22:55:05,kamalaharris,C8LGNdwvMMD,44000,1609
240.0,2024-06-13 19:41:08,kamalaharris,C8Kv7rgCYFp,80700,8541
241.0,2024-06-13 17:27:00,kamalaharris,C8KgiHMOjKk,21300,1492
242.0,2024-06-12 23:45:04,kamalaharris,C8InIwaud98,22800,1888
243.0,2024-06-12 20:20:05,kamalaharris,C8IPrdYPggt,10100,722
244.0,2024-06-12 16:45:05,kamalaharris,C8H3EyPOL6s,13200,1080
245.0,2024-06-10 19:31:04,kamalaharris,C8DAUxIBCeD,33900,1182
246.0,2024-06-10 17:04:09,kamalaharris,C8Cvqy9sXIf,9601,616
247.0,2024-06-09 22:20:10,kamalaharris,C8AvCdMMbQm,13500,1118
248.0,2024-06-09 15:02:39,kamalaharris,C7_83yNuZLs,27400,1477
249.0,2024-06-08 20:54:33,kamalaharris,C7-AZgRpE-i,16200,1493
250.0,2024-06-08 14:31:11,kamalaharris,C79UhrCvCV4,7577,732
251.0,2024-06-08 00:09:05,kamalaharris,C77x6SvORXE,13200,444
252.0,2024-06-07 20:29:33,kamalaharris,C77YhCFPb36,19900,1908
253.0,2024-06-07 15:30:14,kamalaharris,C762iGduuhU,8001,646
254.0,2024-06-07 00:04:03,kamalaharris,C75MipNs8e3,16100,1141
255.0,2024-06-06 19:12:33,kamalaharris,C74rI77sB9D,46100,6075
256.0,2024-06-06 14:16:26,kamalaharris,C74JLrSOkD1,90600,5907
257.0,2024-06-04 23:41:03,kamalaharris,C70AUXLsQZM,14800,1380
258.0,2024-06-04 20:17:03,kamalaharris,C7zo-RzMdoe,9705,630
259.0,2024-06-04 12:15:05,kamalaharris,C7yx0NHsfos,5781,362
260.0,2024-06-02 20:45:04,kamalaharris,C7uilnOMqAe,11000,622
261.0,2024-06-01 17:00:20,kamalaharris,C7rkExns6Ct,6927,414
262.0,2024-06-01 14:00:32,kamalaharris,C7rPf6dMByn,237000,5989
263.0,2024-05-31 20:30:15,kamalaharris,C7pXTdXJJrX,8123,310
264.0,2024-05-31 15:56:07,kamalaharris,C7o32qgiEIv,10100,624
265.0,2024-05-30 02:31:48,kamalaharris,C7k3DFztyW_,28100,7563
266.0,2024-05-30 00:29:04,kamalaharris,C7ko6maO-MN,42400,3100
267.0,2024-05-29 22:58:04,kamalaharris,C7keoVjMTTi,38600,1103
268.0,2024-05-29 16:33:04,kamalaharris,C7jye7OsheK,6522,398
269.0,2024-05-29 14:17:03,kamalaharris,C7ji6cvtdJo,6088,498
270.0,2024-05-28 23:40:07,kamalaharris,C7h-pf_MEQX,9404,852
271.0,2024-05-28 18:56:04,kamalaharris,C7heDMfAWhr,13900,1273
272.0,2024-05-27 13:45:06,kamalaharris,C7eVwcDsjlp,10400,789
273.0,2024-05-24 22:46:33,kamalaharris,C7XlTD2oWMY,7344,701
274.0,2024-05-24 20:32:05,kamalaharris,C7XV4bSIJdb,33000,3757
275.0,2024-05-24 12:46:06,kamalaharris,C7WgjM9ij3f,11400,1346
276.0,2024-05-23 15:45:10,kamalaharris,C7UQUcKMXPO,8384,540
277.0,2024-05-22 23:45:34,kamalaharris,C7SidgHozfH,4341,197
278.0,2024-05-22 22:31:09,kamalaharris,C7SZ_HVMogq,6082,245
279.0,2024-05-22 20:23:05,kamalaharris,C7SLU6DJ5Qy,9324,527
280.0,2024-05-22 13:43:03,kamalaharris,C7Rde5Li9wz,16500,1909
281.0,2024-05-21 22:34:05,kamalaharris,C7P1hoGt1vH,6263,383
282.0,2024-05-21 12:20:04,kamalaharris,C7OvQdYNSqO,5273,544
283.0,2024-05-20 23:41:03,kamalaharris,C7NYVa9iBII,9909,644
284.0,2024-05-20 20:18:04,kamalaharris,C7NBKihOgDG,4857,217
285.0,2024-05-19 18:17:04,kamalaharris,C7KOalstt1r,11800,721
286.0,2024-05-18 20:56:03,kamalaharris,C7H73e4O2NX,12100,1430
287.0,2024-05-17 22:19:34,kamalaharris,C7FgpB3p99w,7950,513
288.0,2024-05-17 14:00:38,kamalaharris,C7Enlf-O-I5,139000,4440
289.0,2024-05-16 20:46:03,kamalaharris,C7CxMHss-nS,20600,1183
290.0,2024-05-16 18:45:09,kamalaharris,C7CjWcnPZYt,6403,395
291.0,2024-05-16 15:49:07,kamalaharris,C7CPIx3BUaL,19400,594
292.0,2024-05-16 00:05:04,kamalaharris,C7AjK0Us7e8,8470,932
293.0,2024-05-15 16:41:03,kamalaharris,C6_wO0YNP6d,6478,632
294.0,2024-05-14 22:17:05,kamalaharris,C69x5EkNYQs,10900,915
295.0,2024-05-14 17:04:02,kamalaharris,C69OF1wOnMT,6309,701
296.0,2024-05-14 15:35:05,kamalaharris,C69EAnTPBZz,23600,3071
297.0,2024-05-14 12:15:08,kamalaharris,C68tIN7MVc6,5231,317
298.0,2024-05-13 22:46:12,kamalaharris,C67QfUaOnF0,8060,884
299.0,2024-05-13 16:57:39,kamalaharris,C66onIyBRJz,11300,1399
300.0,2024-05-12 14:01:08,kamalaharris,C63vq07O_L6,46300,1026
301.0,2024-05-11 19:40:04,kamalaharris,C61xqaAuDM1,10000,417
302.0,2024-05-11 16:00:03,kamalaharris,C61YZ9NN13N,8596,875
303.0,2024-05-11 00:45:07,kamalaharris,C6zvx0VuAPW,7340,677
304.0,2024-05-10 23:24:34,kamalaharris,C6zmZFAv7Br,37800,1033
305.0,2024-05-10 19:21:36,kamalaharris,C6zKwjJuE_N,8107,312
306.0,2024-05-10 16:54:05,kamalaharris,C6y5y4Wy9wG,23800,902
307.0,2024-05-10 14:45:07,kamalaharris,C6yrHRmswQX,21300,438
308.0,2024-05-10 00:05:32,kamalaharris,C6xGdP8uFzn,35600,1033
309.0,2024-05-09 18:59:08,kamalaharris,C6wjY4cL-KY,6398,422
310.0,2024-05-09 17:30:07,kamalaharris,C6wZM2utUeU,48400,2230
311.0,2024-05-09 15:00:54,kamalaharris,C6wIH6VOBWg,6650,439
312.0,2024-05-09 01:40:04,kamalaharris,C6useeTO8gt,7289,369
313.0,2024-05-08 13:16:06,kamalaharris,C6tXQ52LO-M,6295,801
314.0,2024-05-07 22:27:03,kamalaharris,C6rxbn6iwhh,3555,260
315.0,2024-05-07 17:57:04,kamalaharris,C6rSsfHudKv,14400,394
316.0,2024-05-07 16:30:23,kamalaharris,C6rIxrgxSlx,5070,357
317.0,2024-05-07 14:23:04,kamalaharris,C6q6Iphod47,9590,1679
318.0,2024-05-06 23:00:08,kamalaharris,C6pQlTXMgui,52000,5299
319.0,2024-05-06 20:08:03,kamalaharris,C6o8z7Zvyt8,5568,591
320.0,2024-05-06 18:01:45,kamalaharris,C6ouWT_u9WG,99400,7264
321.0,2024-05-06 16:45:11,kamalaharris,C6olrHyNnV3,5714,295
322.0,2024-05-06 14:02:42,kamalaharris,C6oS7WzunAH,14900,1292
323.0,2024-05-05 17:05:11,kamalaharris,C6mDKw8NYeN,5399,304
324.0,2024-05-05 14:30:10,kamalaharris,C6lxbVCsOzF,7662,495
325.0,2024-05-04 23:34:10,kamalaharris,C6kK41Jxs5Q,8336,357
326.0,2024-05-04 21:52:04,kamalaharris,C6j_ErbvUsQ,606000,15100
327.0,2024-05-04 18:01:43,kamalaharris,C6jkx7AO1Ki,413000,10800
328.0,2024-05-04 15:45:14,kamalaharris,C6jVOSEsmuo,8809,406
329.0,2024-05-03 21:03:50,kamalaharris,C6hU0kIvE65,3564,232
330.0,2024-05-03 18:00:32,kamalaharris,C6g_6TBMmX2,13300,498
331.0,2024-05-03 16:06:07,kamalaharris,C6gy0U_O5be,24100,349
332.0,2024-05-03 15:03:39,kamalaharris,C6grjJHuIR0,7888,820
333.0,2024-05-02 21:11:06,kamalaharris,C6ew4MLCPEQ,12400,942
334.0,2024-05-02 19:00:17,kamalaharris,C6eh9Idt6to,23100,1835
335.0,2024-05-02 16:39:06,kamalaharris,C6eRvBxxbrj,20400,2227
336.0,2024-05-02 14:17:07,kamalaharris,C6eBb4KtVaK,22300,1734
337.0,2024-05-01 20:50:05,kamalaharris,C6cJughtoRU,10200,935
